Symbol,Name,LastSale,MarketCap,Sector,Industry
LORL,"Loral Space and Communications, Inc.",36.35,1124405499,Technology,Radio And Television Broadcasting And Communications Equipment
ETW,Eaton Vance Corporation,10.59,1127228564,n/a,n/a
BFS,"Saul Centers, Inc.",53.5,1127855863,Consumer Services,Real Estate Investment Trusts
AFFX,"Affymetrix, Inc.",14.02,1129188381,Capital Goods,Biotechnology: Laboratory Analytical Instruments
EXAM,"ExamWorks Group, Inc.",27.54,1130517000,Health Care,Medical/Nursing Services
TLN,Talen Energy Corporation,8.83,1134890938,Public Utilities,Electric Utilities: Central
TREE,"LendingTree, Inc.",95.78,1137497072,Finance,Finance: Consumer Services
HMSY,HMS Holdings Corp,13.57,1139961230,Miscellaneous,Business Services
IGF,iShares Global Infrastructure ETF,38.79,1144305000,n/a,n/a
BW,Babcock,22.01,1144358645,Capital Goods,Building Products
MDCA,MDC Partners Inc.,22.92,1144512377,Technology,Advertising
KRNY,Kearny Financial,12.24,1144783846,Finance,Savings Institutions
BEL,Belmond Ltd.,9.62,1147375207,Consumer Services,Hotels/Resorts
IPHI,Inphi Corporation,28.85,1150556233,Technology,Semiconductors
SFS,Smart,15.63,1152509029,Consumer Services,Food Chains
CZZ,Cosan Limited,4.37,1156699159,Consumer Non-Durables,Specialty Foods
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",12.24,1156977738,Finance,Finance: Consumer Services
TILE,"Interface, Inc.",17.59,1158914072,Consumer Durables,Home Furnishings
AMWD,American Woodmark Corporation,71.28,1160129116,Basic Industries,Forest Products
NBTB,NBT Bancorp Inc.,26.91,1160524858,Finance,Major Banks
KN,Knowles Corporation,13.13,1161520372,Consumer Non-Durables,Consumer Electronics/Appliances
WMS,"Advanced Drainage Systems, Inc.",21.81,1161591353,Capital Goods,Containers/Packaging
ESND,Essendant Inc.,31.17,1162222480,Consumer Services,Paper
HOLI,"Hollysys Automation Technologies, Ltd.",19.7,1162272400,Energy,Industrial Machinery/Components
ADX,"Adams Diversified Equity Fund, Inc.",12.5,1162766775,n/a,n/a
CAL,"Caleres, Inc.",26.67,1165403551,Consumer Non-Durables,Shoe Manufacturing
FBC,"Flagstar Bancorp, Inc.",20.61,1165658216,Finance,Savings Institutions
PLKI,"Popeyes Louisiana Kitchen, Inc.",51.96,1166539255,Consumer Services,Restaurants
WMK,"Weis Markets, Inc.",43.38,1166854457,Consumer Services,Food Chains
NRK,Nuveen New York AMT-Free Municipal Income Fund,13.34,1168830843,n/a,n/a
ACOR,"Acorda Therapeutics, Inc.",25.61,1171638677,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PRTA,Prothena Corporation plc,34.13,1171980753,Health Care,Major Pharmaceuticals
GDOT,Green Dot Corporation,23.4,1172664628,Finance,Finance: Consumer Services
SCOR,"comScore, Inc.",30.11,1172916683,Miscellaneous,Business Services
CSIQ,Canadian Solar Inc.,20.97,1173595340,Technology,Semiconductors
TLMR,"Talmer Bancorp, Inc.",17.58,1174492815,Finance,Major Banks
EGOV,NIC Inc.,17.89,1174518269,Miscellaneous,Business Services
PDI,PIMCO Dynamic Income Fund,25.93,1178218075,n/a,n/a
ATNI,"Atlantic Tele-Network, Inc.",73.68,1184486606,Public Utilities,Telecommunications Equipment
EPAY,"Bottomline Technologies, Inc.",29.06,1185290794,Technology,Computer Software: Prepackaged Software
YDKN,Yadkin Financial Corporation,23.08,1186823014,Finance,Major Banks
MANT,ManTech International Corporation,31.51,1187495849,Consumer Services,Other Consumer Services
AXL,"American Axle & Manufacturing Holdings, Inc.",15.67,1192376981,Capital Goods,Auto Parts:O.E.M.
BOFI,"BofI Holding, Inc.",18.94,1193830967,Finance,Savings Institutions
MDC,"M.D.C. Holdings, Inc.",24.45,1195321967,Capital Goods,Homebuilding
CEO,CNOOC Limited,119.32,1196032657,Energy,Oil & Gas Production
GOV,Government Properties Income Trust,16.84,1197767027,Finance,Real Estate
TPRE,Third Point Reinsurance Ltd.,11.3,1199306279,Finance,Property-Casualty Insurers
NEWR,"New Relic, Inc.",24.22,1199999567,Technology,Computer Software: Prepackaged Software
NSM,Nationstar Mortgage Holdings Inc.,11.1,1200136229,Finance,Finance: Consumer Services
ADPT,Adeptus Health Inc.,57.83,1201564097,Health Care,Hospital/Nursing Management
SLCA,"U.S. Silica Holdings, Inc.",22.49,1201694091,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
PENN,"Penn National Gaming, Inc.",14.84,1205305275,Consumer Services,Hotels/Resorts
BBCN,"BBCN Bancorp, Inc.",15.17,1207021621,Finance,Major Banks
CNSL,"Consolidated Communications Holdings, Inc.",23.99,1210777603,Public Utilities,Telecommunications Equipment
LXRX,"Lexicon Pharmaceuticals, Inc.",11.68,1212029582,Health Care,Major Pharmaceuticals
AIN,Albany International Corporation,37.9,1212800000,Basic Industries,Textiles
ABCO,The Advisory Board Company,29.17,1212938831,Consumer Services,Other Consumer Services
PCH,Potlatch Corporation,29.84,1213912476,Consumer Services,Real Estate Investment Trusts
INSY,"Insys Therapeutics, Inc.",16.99,1214958128,Health Care,Major Pharmaceuticals
FET,"Forum Energy Technologies, Inc.",13.43,1218466712,Energy,Metal Fabrications
NAVG,"The Navigators Group, Inc.",84.44,1219432745,Finance,Property-Casualty Insurers
TPL,Texas Pacific Land Trust,150.45,1221362729,Energy,Oil & Gas Production
DV,DeVry Education Group Inc.,19.38,1224370260,Consumer Services,Other Consumer Services
ARIA,"ARIAD Pharmaceuticals, Inc.",6.44,1224727535,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HURN,Huron Consulting Group Inc.,56.9,1226466470,Consumer Services,Professional Services
JOE,St. Joe Company (The),16.54,1229742582,Consumer Services,Homebuilding
INDB,Independent Bank Corp.,46.79,1230322275,Finance,Major Banks
CYS,"CYS Investments, Inc.",8.11,1230798644,Consumer Services,Real Estate Investment Trusts
OSIS,"OSI Systems, Inc.",62.2,1230951124,Technology,Semiconductors
OB,"OneBeacon Insurance Group, Ltd.",13.05,1231196508,Finance,Property-Casualty Insurers
VCO,Vina Concha Y Toro,33,1232559867,Consumer Non-Durables,Beverages (Production/Distribution)
SCHL,Scholastic Corporation,35.92,1232823467,Consumer Services,Books
SSYS,"Stratasys, Ltd.",23.71,1233655010,Technology,Computer peripheral equipment
PBYI,Puma Biotechnology Inc,38.01,1234824864,Health Care,Major Pharmaceuticals
SFN,Stifel Financial Corporation,25.22,1236508808,Finance,Investment Bankers/Brokers/Service
TY,Tri Continental Corporation,19.66,1237101902,n/a,n/a
KS,KapStone Paper and Packaging Corporation,12.85,1238382192,Basic Industries,Paper
SCL,Stepan Company,55.6,1238898660,Basic Industries,Package Goods/Cosmetics
PRGS,Progress Software Corporation,24.38,1241088280,Technology,Computer Software: Prepackaged Software
SHAK,"Shake Shack, Inc.",34.29,1243012500,Consumer Services,Restaurants
OXM,"Oxford Industries, Inc.",75.11,1245422945,Consumer Non-Durables,Apparel
AEL,American Equity Investment Life Holding Company,15.24,1247606522,Finance,Life Insurance
EBS,"Emergent Biosolutions, Inc.",31.64,1248966694,Health Care,Major Pharmaceuticals
KBH,KB Home,13.54,1249412409,Capital Goods,Homebuilding
CPS,Cooper-Standard Holdings Inc.,71.27,1249572277,Capital Goods,Auto Parts:O.E.M.
AMBA,"Ambarella, Inc.",38.99,1249605092,Technology,Semiconductors
WABC,Westamerica Bancorporation,49.34,1253240293,Finance,Major Banks
CWT,California Water  Service Group Holding,26.18,1253344593,Public Utilities,Water Supply
FCFS,"First Cash Financial Services, Inc.",44.49,1256541258,Consumer Services,Other Specialty Stores
AINV,Apollo Investment Corporation,5.56,1257430118,n/a,n/a
SSTK,"Shutterstock, Inc.",35.71,1259963750,Technology,EDP Services
APOG,"Apogee Enterprises, Inc.",43.65,1260797556,Capital Goods,Auto Parts:O.E.M.
FIBK,"First Interstate BancSystem, Inc.",27.91,1262660234,Finance,Major Banks
SYKE,"Sykes Enterprises, Incorporated",29.53,1263440046,Technology,EDP Services
PLT,"Plantronics, Inc.",37.59,1264952705,Public Utilities,Telecommunications Equipment
SHEN,Shenandoah Telecommunications Co,26.07,1265354194,Public Utilities,Telecommunications Equipment
PRIM,Primoris Services Corporation,24.47,1266376358,Basic Industries,Water Supply
BBN,BalckRock Taxable Municipal Bond Trust,22.23,1269407448,n/a,n/a
BABY,Natus Medical Incorporated,38.29,1269510847,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TAC,TransAlta Corporation,4.41,1269654289,Public Utilities,Electric Utilities: Central
PLXS,Plexus Corp.,38.06,1270235601,Technology,Electrical Products
UVV,Universal Corporation,56.02,1272631437,Consumer Services,Farming/Seeds/Milling
TERP,"TerraForm Power, Inc.",9.07,1273403293,Public Utilities,Electric Utilities: Central
INVA,"Innoviva, Inc.",11.16,1273551490,Health Care,Major Pharmaceuticals
LOGM,"LogMein, Inc.",50.75,1273812262,Technology,Computer Software: Prepackaged Software
SWC,Stillwater Mining Company,10.53,1274656332,Basic Industries,Precious Metals
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",21.8,1275582092,Consumer Services,Department/Specialty Retail Stores
AMKR,"Amkor Technology, Inc.",5.39,1279523611,Technology,Semiconductors
NPO,Enpro Industries,58.35,1280546416,Basic Industries,Metal Fabrications
MBI,"MBIA, Inc.",9.39,1282681991,Finance,Property-Casualty Insurers
CIGI,Colliers International Group Inc. ,34.64,1288646693,Finance,Real Estate
IIVI,II-VI Incorporated,21.04,1288891716,Capital Goods,Electronic Components
EXPO,"Exponent, Inc.",50.25,1292460050,Consumer Services,Professional Services
HMN,Horace Mann Educators Corporation,32.08,1295844172,Finance,Property-Casualty Insurers
HQY,"HealthEquity, Inc.",22.51,1297180303,Miscellaneous,Business Services
SM,SM Energy Company,19.06,1297558027,Energy,Oil & Gas Production
RNST,Renasant Corporation,32.2,1299209303,Finance,Major Banks
PFS,"Provident Financial Services, Inc",19.75,1299445937,Finance,Savings Institutions
AEIS,"Advanced Energy Industries, Inc.",32.7,1303125476,Capital Goods,Industrial Machinery/Components
NTGR,"NETGEAR, Inc.",40.25,1304841164,Public Utilities,Telecommunications Equipment
NAT,Nordic American Tankers Limited,14.64,1305624495,Consumer Services,Marine Transportation
LZB,La-Z-Boy Incorporated,26.24,1309168940,Consumer Durables,Home Furnishings
CC,Chemours Company (The),7.22,1309541572,Basic Industries,Major Chemicals
UCBI,"United Community Banks, Inc.",18.32,1309900207,Finance,Major Banks
EBIX,"Ebix, Inc.",39.76,1310125995,Technology,EDP Services
CSTE,CaesarStone Sdot-Yam Ltd.,37.13,1310494253,Capital Goods,Building Materials
HYH,"Halyard Health, Inc.",28.21,1315007655,Health Care,Industrial Specialties
CBF,Capital Bank Financial Corp.,30.49,1315515198,Finance,Major Banks
MPSX,Multi Packaging Solutions International Limited,17.03,1319023670,Consumer Durables,Containers/Packaging
CBM,Cambrex Corporation,41.48,1319030318,Health Care,Major Pharmaceuticals
TTEC,"TeleTech Holdings, Inc.",27.29,1319291632,Technology,Professional Services
NVAX,"Novavax, Inc.",4.9,1324496440,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BTZ,BlackRock Credit Allocation Income Trust,12.27,1326241846,n/a,n/a
MSGN,MSG Networks Inc.,17.73,1326468106,Consumer Services,Television Services
PZE,Petrobras Argentina S.A.,6.57,1326638591,Energy,Oil & Gas Production
HY,"Hyster-Yale Materials Handling, Inc.",65.46,1326981358,Capital Goods,Construction/Ag Equipment/Trucks
BDJ,Blackrock Enhanced Equity Dividend Trust,7.4,1328172394,n/a,n/a
CLS,"Celestica, Inc.",10.68,1329919524,Technology,Electrical Products
LADR,Ladder Capital Corp,12.1,1329934111,Finance,Real Estate
CYBR,CyberArk Software Ltd.,39.97,1330594865,Technology,Computer Software: Prepackaged Software
RQI,Cohen & Steers Quality Income Realty Fund Inc,12.14,1331106337,n/a,n/a
TFM,"The Fresh Market, Inc.",28.35,1332215999,Consumer Services,Food Chains
VA,Virgin America Inc.,29.96,1335105652,Transportation,Air Freight/Delivery Services
STAG,"Stag Industrial, Inc.",19.63,1338439239,Consumer Services,Real Estate Investment Trusts
FPF,First Trust Intermediate Duration Preferred & Income Fund,22.05,1338527367,n/a,n/a
FCB,"FCB Financial Holdings, Inc.",32.93,1345731112,Finance,Major Banks
CHFC,Chemical Financial Corporation,35.28,1346595299,Finance,Major Banks
SBRA,"Sabra Healthcare REIT, Inc.",20.68,1348104136,Consumer Services,Real Estate Investment Trusts
FWRD,Forward Air Corporation,44.14,1348206554,Transportation,Oil Refining/Marketing
PEN,"Penumbra, Inc.",45.01,1349354025,Health Care,Medical/Dental Instruments
RDUS,"Radius Health, Inc.",31.37,1349356803,Health Care,Major Pharmaceuticals
GPI,"Group 1 Automotive, Inc.",57.62,1349510126,Consumer Durables,Automotive Aftermarket
VNOM,Viper Energy Partners LP,16.96,1352153062,Energy,Oil & Gas Production
GCP,GCP Applied Technologies Inc.,19.2,1353600000,Basic Industries,Major Chemicals
AGIO,"Agios Pharmaceuticals, Inc.",35.89,1358456634,Health Care,Major Pharmaceuticals
TREX,"Trex Company, Inc.",45.54,1359225595,Basic Industries,Forest Products
AIRM,Air Methods Corporation,35.08,1360346342,Transportation,Transportation Services
DSGX,The Descartes Systems Group Inc.,17.99,1362943700,Technology,Computer Software: Prepackaged Software
WAIR,"Wesco Aircraft Holdings, Inc.",13.94,1365208449,Capital Goods,Wholesale Distributors
CSGS,"CSG Systems International, Inc.",42.29,1367328146,Technology,EDP Services
BRC,Brady Corporation,27.25,1368924842,Consumer Durables,Miscellaneous manufacturing industries
SFL,Ship Finance International Limited,14.65,1369306200,Transportation,Marine Transportation
NWBI,"Northwest Bancshares, Inc.",13.46,1369894017,Finance,Major Banks
SFNC,Simmons First National Corporation,45.12,1370029500,Finance,Major Banks
ONB,Old National Bancorp,12,1371756000,Finance,Major Banks
AMED,Amedisys Inc,41.26,1375158749,Health Care,Medical/Nursing Services
HUBG,"Hub Group, Inc.",38.63,1377198130,Transportation,Oil Refining/Marketing
HTS,Hatteras Financial Corp,14.58,1378294143,Consumer Services,Real Estate Investment Trusts
PRAA,"PRA Group, Inc.",29.82,1378311323,Finance,Finance: Consumer Services
SNCR,"Synchronoss Technologies, Inc.",30.95,1380203953,Technology,EDP Services
PAM,Pampa Energia S.A.,20.36,1381107936,Public Utilities,Electric Utilities: Central
RPT,Ramco-Gershenson Properties Trust,17.45,1381656833,Consumer Services,Real Estate Investment Trusts
GNL,"Global Net Lease, Inc.",8.22,1388659123,Consumer Services,Real Estate Investment Trusts
MC,Moelis & Company,26.95,1389940644,Finance,Investment Managers
HW,Headwaters Incorporated,18.78,1390212881,Capital Goods,Building Materials
NOMD,Nomad Foods Limited,7.8,1391870220,Consumer Non-Durables,Packaged Foods
SMTC,Semtech Corporation,21.46,1392770481,Technology,Semiconductors
MINI,"Mobile Mini, Inc.",31.26,1397586897,Capital Goods,Metal Fabrications
NIO,"Nuveen Municipal Opportunity Fund, Inc.",14.63,1398788506,n/a,n/a
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,19.23,1400634357,n/a,n/a
FMBI,"First Midwest Bancorp, Inc.",17.93,1404382042,Finance,Major Banks
FSV,FirstService Corporation,40.595,1405127604,Finance,Real Estate
CIE,"Cobalt International Energy, Inc.",3.4,1409322301,Energy,Oil & Gas Production
AGI,Alamos Gold Inc.,5.36,1410402046,Basic Industries,Precious Metals
AAON,"AAON, Inc.",26.63,1412704590,Capital Goods,Industrial Machinery/Components
EEQ,Enbridge Energy Management LLC,18.62,1413470547,Energy,Oil & Gas Production
AWR,American States Water Company,38.72,1414177491,Public Utilities,Water Supply
PDS,Precision Drilling Corporation,4.83,1414765395,Energy,Oil & Gas Production
FCN,"FTI Consulting, Inc.",34.36,1416811029,Consumer Services,Professional Services
POWI,"Power Integrations, Inc.",49.33,1416840425,Technology,Semiconductors
IVR,INVESCO MORTGAGE CAPITAL INC,12.48,1417994710,Consumer Services,Real Estate Investment Trusts
MTH,Meritage Corporation,35.74,1421948566,Capital Goods,Homebuilding
NOAH,Noah Holdings Ltd.,25.36,1422964917,Finance,Investment Managers
WWE,"World Wrestling Entertainment, Inc.",18.74,1423219382,Consumer Services,Movies/Entertainment
PEGI,Pattern Energy Group Inc.,19.08,1425456153,Public Utilities,Electric Utilities: Central
OPHT,Ophthotech Corporation,40.45,1425953957,Health Care,Major Pharmaceuticals
MRC,MRC Global Inc.,14.07,1426533001,Capital Goods,Industrial Machinery/Components
SEM,Select Medical Holdings Corporation,10.88,1428356842,Health Care,Hospital/Nursing Management
USNA,"USANA Health Sciences, Inc.",119.71,1429835872,Consumer Durables,Specialty Chemicals
NWN,Northwest Natural Gas Company,52.19,1431879934,Public Utilities,Oil/Gas Transmission
EIGI,"Endurance International Group Holdings, Inc.",10.43,1433909141,Technology,Computer Software: Prepackaged Software
ATU,Actuant Corporation,24.37,1435525841,Technology,Industrial Machinery/Components
GK,"G&K Services, Inc.",72.2,1436500008,Consumer Services,Other Consumer Services
RGR,"Sturm, Ruger & Company, Inc.",76.11,1441980060,Capital Goods,Ordnance And Accessories
RMBS,"Rambus, Inc.",13.18,1443400135,Technology,Semiconductors
PINC,"Premier, Inc.",31.99,1448003006,Consumer Services,Other Consumer Services
CSQ,Calamos Strategic Total Return Fund,9.4,1452431600,n/a,n/a
BANR,Banner Corporation,42.6,1458720063,Finance,Major Banks
ABG,Asbury Automotive Group Inc,58.99,1459050047,Consumer Durables,Automotive Aftermarket
DWRE,"DEMANDWARE, INC.",38.72,1460244379,Technology,EDP Services
EDE,Empire District Electric Company (The),33.32,1461426429,Public Utilities,Electric Utilities: Central
IRWD,"Ironwood Pharmaceuticals, Inc.",10.2,1462561558,Health Care,Major Pharmaceuticals
NXST,"Nexstar Broadcasting Group, Inc.",47.74,1463364863,Consumer Services,Broadcasting
PLNT,"Planet Fitness, Inc.",14.83,1463865444,Consumer Services,Hotels/Resorts
FFG,"FBL Financial Group, Inc.",58.99,1464382625,Finance,Life Insurance
FRO,Frontline Ltd.,9.38,1466915031,Transportation,Marine Transportation
GNW,Genworth Financial Inc,2.95,1468594756,Finance,Life Insurance
LQ,La Quinta Holdings Inc.,11.81,1469371348,Consumer Services,Hotels/Resorts
GEF,Greif Bros. Corporation,30.69,1469951472,n/a,n/a
MFRM,Mattress Firm Holding Corp.,41.73,1471911744,Consumer Services,Other Specialty Stores
SSP,E.W. Scripps Company (The),17.54,1471993757,Consumer Services,Broadcasting
AZZ,AZZ Inc.,57.14,1476326523,Consumer Durables,Building Products
FELE,"Franklin Electric Co., Inc.",32.12,1481119560,Consumer Durables,Metal Fabrications
